Blog Title,Blog Date,Author Name,Blog Link,Thumbnail Link
10 trends that define the Spring 2022 season,21 October 2021,Steff Yotka,https://www.vogue.in/fashion/content/10-trends-that-define-the-spring-2022-season,https://assets.vogue.in/photos/616e854e5b1891a27019ac41/1:1/w_1600%2Cc_limit/00_promo.jpg
Your event calendar for the next week,21 October 2021,Esha Gupta,https://www.vogue.in/fashion/content/your-event-calendar-for-the-next-week,https://assets.vogue.in/photos/61710b58bc7e5f1e051e73df/1:1/w_1600%2Cc_limit/148714076_474817507259036_8504977327595055936_n.jpg
Tiffany & Co sets its sights on online retail,20 October 2021,Arushi Sinha,https://www.vogue.in/fashion/content/tiffany-and-co-sets-its-sights-on-online-retail,https://assets.vogue.in/photos/616fb72de6ec2aa8949a0fac/1:1/w_1600%2Cc_limit/jewel.jpg
"According to the runways, no shirt, no problem",20 October 2021,Rachel Besser,https://www.vogue.in/fashion/gallery/according-to-the-runways-no-shirt-no-problem,https://assets.vogue.in/photos/616d569d845c6226944716dd/1:1/w_1600%2Cc_limit/00_promo.jpg
Reliance Retail Ventures Limited announces a 52% equity stake in Ritu Kumar,19 October 2021,Hasina Khatib,https://www.vogue.in/fashion/content/reliance-retail-ventures-limited-announces-a-52-equity-stake-in-ritu-kumar,https://assets.vogue.in/photos/616eb93f7dda3decc21176fe/1:1/w_1600%2Cc_limit/Image%25204-%2520Ritu%2520Kumar%2520studying%2520the%2520condition%2520of%2520weaving%2520industry%2520in%2520Banaras.JPG
Chloé is the first luxury fashion house to earn a B Corp certification,19 October 2021,Emily Farra,https://www.vogue.in/fashion/content/chloe-is-the-first-luxury-fashion-house-to-earn-a-b-corp-certification,https://assets.vogue.in/photos/616e7e455b1891a27019ac3f/1:1/w_1600%2Cc_limit/00001-Chloe-Spring-22-RTW-Paris-credit-gorunway.jpeg
Prince William and Kate Middleton bring back the picture-perfect royal playbook,19 October 2021,Elise Taylor,https://www.vogue.in/fashion/content/prince-william-and-kate-middleton-bring-back-the-picture-perfect-royal-playbook,https://assets.vogue.in/photos/616e62515b1891a27019ac39/1:1/w_1600%2Cc_limit/1343599411
Sushmita Sen on her love for classic jewellery pieces and her new association with Zoya ,18 October 2021,Nupur Sarvaiya,https://www.vogue.in/fashion/content/sushmita-sen-on-her-love-for-classic-jewellery-pieces-and-her-new-association-with-zoya,https://assets.vogue.in/photos/616d56145b1891a27019ac1d/1:1/w_1600%2Cc_limit/Sushmita%2520Sen%2520launches%2520Zoya's%2520festive%2520collection%2C%2520Libera%2520(4).jpg
"From little to lots, monograms are back. Here's how to wear the trend, even if you're not a maximalist",18 October 2021,Naheed Driver    Esha Gupta,https://www.vogue.in/fashion/content/how-to-wear-the-logo-mania-trend-whether-you-are-a-minimalist-or-maximalist,https://assets.vogue.in/photos/616d41255b1891a27019ac1b/1:1/w_1600%2Cc_limit/AK_1.jpg
Reliance Brands Limited announces a 40% stake in Manish Malhotra,15 October 2021,Sujata Assomull,https://www.vogue.in/fashion/content/reliance-brands-limited-announces-a-40-stake-in-manish-malhotra,https://assets.vogue.in/photos/61691ad77dda3decc21176be/1:1/w_1600%2Cc_limit/7(1).jpg
"Meet Amesh Wijesekera, the designer taking Sri Lanka, Berlin, and now the world by storm",15 October 2021,Steff Yotka,https://www.vogue.in/fashion/content/meet-amesh-wijesekera-the-designer-taking-sri-lanka-berlin-and-now-the-world-by-storm,https://assets.vogue.in/photos/6168244b5b1891a27019abf6/1:1/w_1600%2Cc_limit/INSTAGRAM%2520AMESH%2520CAMPAIGN%252016%2520-%2520FILM.jpeg
Diwali 2021: Here are the 9 fuss-free kurtas you need in your closet ,14 October 2021,Nupur Sarvaiya    Priyanka Kapadia,https://www.vogue.in/fashion/content/diwali-2021-here-are-the-9-fuss-free-kurtas-you-need-in-your-closet-designer,https://assets.vogue.in/photos/6168214b845c6226944716c1/1:1/w_1600%2Cc_limit/JodiLife_KurtaSet.jpg
6 breakout fashion trends from FDCI x Lakmé Fashion Week 2021 you need to know ,13 October 2021,Nupur Sarvaiya,https://www.vogue.in/fashion/content/the-6-breakout-fashion-directions-from-fdci-x-lakme-fashion-week-2021-that-you-need-to-know,https://assets.vogue.in/photos/6166de559c06b58e75a5d43e/1:1/w_1600%2Cc_limit/FDCI%2520X%2520LFW%2520PRESENTS%2520ARPITA%2520MEHTA(2).jpg
Dhoti pants: A festive must-have,13 October 2021,Priyanka Kapadia    Esha Gupta,https://www.vogue.in/fashion/content/dhoti-pants-a-festive-must-have-priyanka-chopra-sonam-kapoor-ahuja-kurta,https://assets.vogue.in/photos/61669be159133c17e11f3f5c/1:1/w_1600%2Cc_limit/Priyanka%2520Chopra%2520Jonas.jpg
"On the latest episode of ‘Good Morning Vogue’, a new allure: how Virginie Viard is making Chanel her own",13 October 2021,Laird Borrelli-Persson,https://www.vogue.in/fashion/content/on-the-latest-episode-of-good-morning-vogue-a-new-allure-how-virginie-viard-is-making-chanel-her-own,https://assets.vogue.in/photos/6166a54c59133c17e11f3f71/1:1/w_1600%2Cc_limit/Good%2520Morning%2520Vogue%2520X%2520Chanel.jpeg
“Do a movie because you love the story or the character. Whether the film goes on to do well or not is besides the point.”,13 October 2021,Arushi Sinha,https://www.vogue.in/fashion/content/do-a-movie-because-you-love-the-story-or-the-character-whether-the-film-goes-on-to-do-well-or-not-is-besides-the-point,https://assets.vogue.in/photos/6165839685199b4d92cb25a8/1:1/w_1600%2Cc_limit/Kriti%2520Sanon%2520in%2520Ritu%2520Kumar%25204.jpg
"The iconic, super skimpy, ‘00s dresses are back. Here’s what we really think about the trend",13 October 2021,Divya Bala,https://www.vogue.in/fashion/content/the-iconic-super-skimpy-00s-dresses-are-back-heres-what-we-really-think-about-the-cut-out-trend,https://assets.vogue.in/photos/615ee757922ad7d7353421f6/1:1/w_1600%2Cc_limit/Cut_out.jpg
9 pieces you need in your closet to ace midriff dressing,12 October 2021,Naheed Driver    Esha Gupta,https://www.vogue.in/fashion/content/9-pieces-you-need-in-your-closet-to-ace-sexy-midriff-dressing-tops-dress,https://assets.vogue.in/photos/616533b485199b4d92cb258e/1:1/w_1600%2Cc_limit/Dua%2520Lipa.jpg
"From egg shell heels to demon basketball bags, the 9 wildest accessories of spring/summer 2022",12 October 2021,Vogue,https://www.vogue.in/fashion/gallery/from-egg-shell-heels-to-demon-basketball-bags-the-9-wildest-accessories-of-spring-summer-2022,https://assets.vogue.in/photos/615f21f25c25eba05fcaf383/1:1/w_1600%2Cc_limit/trends22.png
"The Indian American behind the jewellery label worn by Meghan, Duchess of Sussex",11 October 2021,Priyanka Khanna,https://www.vogue.in/fashion/content/the-indian-american-behind-the-jewellery-label-worn-by-meghan-duchess-of-sussex,https://assets.vogue.in/photos/615a97248a8499aae35e26cd/1:1/w_1600%2Cc_limit/Shilpa%2520Yarlagadda.jpeg
10 things you didn't know about Alaya F's style,11 October 2021,Arushi Sinha,https://www.vogue.in/fashion/content/10-things-you-didnt-know-about-alaya-fs-wardrobe,https://assets.vogue.in/photos/616023b0922ad7d73534222f/1:1/w_1600%2Cc_limit/NYKAA_3621%2520final.jpg
Why are we so into Y2K fashion right now?,11 October 2021,Shalini Shah,https://www.vogue.in/fashion/content/why-are-we-so-into-y2k-fashion-right-now,https://assets.vogue.in/photos/6163d7e9922ad7d735342278/1:1/w_1600%2Cc_limit/Britney%2520Spears.jpg
Kareena Kapoor Khan on returning to the runway at FDCI X Lakmé Fashion Week ,10 October 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/kareena-kapoor-khan-on-returning-to-the-runway-at-fdci-x-lakme-fashion-week,https://assets.vogue.in/photos/6162d3814360af9800bb3b73/1:1/w_1600%2Cc_limit/Kareena%2520Kapoor%2520Khan.jpg
Rajesh Pratap Singh on going green with his latest collection for Satya Paul ,9 October 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/rajesh-pratap-singh-on-going-green-with-his-latest-collection-for-satya-paul-lakme-fashion-week,https://assets.vogue.in/photos/61612c82922ad7d73534226c/1:1/w_1600%2Cc_limit/FDCI%2520X%2520LFW%2520X%2520TENCEL%2520X%2520RAJESH%2520PRATAP%2520SINGH(1).jpg
From haute couture to thought couture: Decoding the hype around fashion NFTs,8 October 2021,Hasina Khatib,https://www.vogue.in/fashion/content/from-haute-couture-to-thought-couture-decoding-the-hype-around-fashion-nfts,https://assets.vogue.in/photos/615ee316922ad7d7353421f0/1:1/w_1600%2Cc_limit/gucci-virtual-25-trainer-news_dezeen_2364_col_14-852x1209.jpg
Deepika Padukone’s love affair with denim,8 October 2021,Akshara Subramanian,https://www.vogue.in/fashion/content/deepika-padukones-love-affair-with-denim-digital-cover-levis-global-brand-ambassador,https://assets.vogue.in/photos/61602d0b5c25eba05fcaf3aa/1:1/w_1600%2Cc_limit/Digital_DeepikaLevis-Image.jpg
"Tarun Tahiliani’s show at FDCI X Lakmé Fashion Week, was rooted in a sense of community",8 October 2021,Priyanka Khanna,https://www.vogue.in/fashion/content/tarun-tahilianis-show-at-fdci-x-lakme-fashion-week-was-rooted-in-a-sense-of-community,https://assets.vogue.in/photos/615ffab15c25eba05fcaf39f/1:1/w_1600%2Cc_limit/FDCI%2520X%2520LFW%2520PRESENTS%2520TARUN%2520TAHILIANI-.jpg
The corset top is the hottest going-out essential you need this season,8 October 2021,Priyanka Kapadia,https://www.vogue.in/fashion/content/the-corset-top-is-the-hottest-going-out-essential-you-need-this-season,https://assets.vogue.in/photos/615f13be922ad7d7353421f8/1:1/w_1600%2Cc_limit/Capture0024-3%2520copy.jpg
All the new launches to watch out for in October ,7 October 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/all-the-new-launches-to-watch-out-for-in-october,https://assets.vogue.in/photos/615e89bb922ad7d7353421c9/1:1/w_1600%2Cc_limit/Levi's%2520x%2520Deepika%2520Padukone%2520Solo%25202%2520(2).jpg
10 life lessons from the inimitable Tommy Hilfiger,7 October 2021,Alex Kessler,https://www.vogue.in/fashion/content/10-life-lessons-from-the-inimitable-designer-tommy-hilfiger,https://assets.vogue.in/photos/615e8d3d4360af9800bb3ae9/1:1/w_1600%2Cc_limit/TH%2520Craig%2520McDean%255B2%255D.jpg
"With Figure Eight, a sustainable luxury pop up in New York, a fashion veteran is honing her focus on a mission driven concept",7 October 2021,Priyanka Khanna,https://www.vogue.in/fashion/content/with-figure-eight-a-sustainable-luxury-pop-up-in-new-york-a-fashion-veteran-is-honing-her-focus-on-a-mission-driven-concept,https://assets.vogue.in/photos/615aec25319af914451fde6b/1:1/w_1600%2Cc_limit/Tina%2520Bhojwani%2520at%2520Figure%2520Eight%2520w_%2520AERA%2520new%2520collection%2520on%2520the%2520background%2520%257C%2520Photo%2520By%2520Kelly%2520Taub.jpg
"From Fendace to The Simpsons, the 11 most viral moments of SS22",7 October 2021,Vogue,https://www.vogue.in/fashion/gallery/from-fendace-to-the-simpsons-the-11-most-viral-moments-of-spring-summer-2022,https://assets.vogue.in/photos/615e83b4922ad7d7353421c4/1:1/w_1600%2Cc_limit/GettyImages-1342324002.jpg
Time travelling with Louis Vuitton,6 October 2021,Akanksha Kamath,https://www.vogue.in/fashion/content/the-louis-vuitton-spring-summer-2022-show-at-paris-fashion-week-was-all-about-time-travelling-through-clothes,https://assets.vogue.in/photos/615d567d922ad7d7353421a5/1:1/w_1600%2Cc_limit/LV_SS22.JPG
A wardrobe staple for the new normal: Kurta co-ord sets,6 October 2021,Naheed Driver    Esha Gupta,https://www.vogue.in/fashion/content/loungewear-kurta-co-ord-sets-to-invest-in-right-now,https://assets.vogue.in/photos/615c3c884360af9800bb3a8e/1:1/w_1600%2Cc_limit/DP_Shoot%2520image.jpg
"Jeannie Naoroji, the woman who shaped the Indian fashion industry passes away at 96",5 October 2021,Sujata Assomull,https://www.vogue.in/fashion/content/jeannie-naoroji-the-woman-who-shaped-the-indian-fashion-industry-passes-away-at-96,https://assets.vogue.in/photos/615c14134360af9800bb3a86/1:1/w_1600%2Cc_limit/Jeannie-Naroji-3mb.jpg
Gaurav Gupta to close this season of FDCI X Lakmé Fashion Week,5 October 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/gaurav-gupta-to-close-this-season-of-fdci-x-lakme-fashion-week,https://assets.vogue.in/photos/615c11b7922ad7d735342193/1:1/w_1600%2Cc_limit/IMG_1811(1).JPG
7 things to look forward to at this season of FDCI X Lakmé Fashion Week ,5 October 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/7-things-to-look-forward-to-at-this-season-of-fdci-x-lakme-fashion-week,https://assets.vogue.in/photos/615bee365c25eba05fcaf311/1:1/w_1600%2Cc_limit/Manish%2520Malhotra%2520at%2520FDCI%2520Lakme%2520Fashion%2520Week%25202021%25209.jpg
John Galliano’s SS22 film for Maison Margiela is an ode to post-pandemic youth,5 October 2021,Anders Christian Madsen,https://www.vogue.in/fashion/content/john-gallianos-ss22-film-for-maison-margiela-is-an-ode-to-post-pandemic-youth,https://assets.vogue.in/photos/615b1fbdd5e26ccdf4d2a018/1:1/w_1600%2Cc_limit/Fichier%25203.jpg
The Simpsons make a Paris Fashion Week cameo for Balenciaga,4 October 2021,Alice Newbold,https://www.vogue.in/fashion/content/the-simpsons-make-a-paris-fashion-week-cameo-for-balenciaga,https://assets.vogue.in/photos/615b2b69d5e26ccdf4d2a021/1:1/w_1600%2Cc_limit/Screen%2520Shot%25202021-10-02%2520at%252020.21.05.png
Hermes takes flight,4 October 2021,Akanksha Kamath,https://www.vogue.in/fashion/content/hermes-takes-flight-at-its-latest-spring-summer-2022-ready-to-wear-collection-at-paris-fashion-week,https://assets.vogue.in/photos/615abca6319af914451fde5b/1:1/w_1600%2Cc_limit/DETAILS_HERMES_WRTW_SS22@GasparRuizLindberg_19.jpg
"A new future-proof collection of timeless, seasonless shoes by Jimmy Choo",4 October 2021,Arushi Sinha,https://www.vogue.in/fashion/content/jimmy-choo-launches-its-new-core-collection-of-seasonless-timeless-shoes-in-india-with-rhea-kapoor,https://assets.vogue.in/photos/615aa81663a36eff5b680fbc/1:1/w_1600%2Cc_limit/Rhea%2520Kapoor.jpg
Why ivory is the new red for Indian couture in 2021,2 October 2021,Nupur Sarvaiya,https://www.vogue.in/fashion/content/ivory-is-the-new-red-for-indian-couture-in-2021,https://assets.vogue.in/photos/6156c562c6cf0fa9ecef2ab0/1:1/w_1600%2Cc_limit/241789947_549142499662122_360114097065349577_n.jpg
5 times Sonam Kapoor Ahuja made a case for maxi dresses,1 October 2021,Devki Bhatt,https://www.vogue.in/fashion/content/5-times-sonam-kapoor-ahuja-made-a-case-for-maxi-dresses,https://assets.vogue.in/photos/6156b66c94a9fe6fd2c1da60/1:1/w_1600%2Cc_limit/SonamKapoor.jpg
"""Fab 5. We are Made in Italy"": Milano Fashion Week opening event",1 October 2021,Vogue.in,https://www.vogue.in/fashion/content/looking-back-at-the-fab-5-we-are-made-in-italy-milano-fashion-week-opening-event,https://assets.vogue.in/photos/61568e5a280995b09fd027ad/1:1/w_1600%2Cc_limit/uncharted.jpeg
How to style an oversized tee and baggy jeans for the ultimate comfort,30 September 2021,Priyanka Kapadia    Chloe Chou,https://www.vogue.in/fashion/content/how-to-wear-the-oversized-t-shirt-and-baggy-jeans-combination,https://assets.vogue.in/photos/61555f104cefc611d92ca118/1:1/w_1600%2Cc_limit/Rihanna%2520oversized%2520tee.jpg
5 times Alia Bhatt showed us that hats are a fashion accessory for all seasons (and reasons),30 September 2021,Devki Bhatt,https://www.vogue.in/fashion/content/5-times-alia-bhatt-showed-us-that-hats-are-a-fashion-accessory-for-all-seasons-and-reasons,https://assets.vogue.in/photos/61553b4f4cefc611d92ca100/1:1/w_1600%2Cc_limit/Alia%2520Bhatt.jpg
3 eco-minded designers on how they’re championing sustainability this season,29 September 2021,Emily Chan,https://www.vogue.in/fashion/content/3-eco-minded-designers-on-how-theyre-championing-sustainability-this-season,https://assets.vogue.in/photos/61516b63af5ef00a626976f9/1:1/w_1600%2Cc_limit/10%25C2%25A9AsiaWerbel_PHOEBEENGLISH_Here_Look%252010.jpg
A Bollywood-approved lazy-girl guide to dressing up,29 September 2021,Naheed Driver    Esha Gupta,https://www.vogue.in/fashion/content/a-bollywood-approved-lazy-girl-guide-to-dressing-up,https://assets.vogue.in/photos/615435a5607ed738c813086a/1:1/w_1600%2Cc_limit/ShanayaKapoor_Coordset.jpg
An upcycled collection made from pre-loved saris pops up in Paris,28 September 2021,Priyanka Khanna,https://www.vogue.in/fashion/content/an-upcycled-collection-made-from-pre-loved-saris-pops-up-in-paris,https://assets.vogue.in/photos/6152f1d3401a02ddb0707ff6/1:1/w_1600%2Cc_limit/bodemants-2.jpg
Watch the Dior ready-to-wear Spring/Summer 2022  show live here,28 September 2021,Akanksha Kamath    Esha Gupta,https://www.vogue.in/fashion/content/watch-the-dior-ready-to-wear-springsummer-2022-show-live-here,https://assets.vogue.in/photos/615409bbaf5ef00a6269774f/1:1/w_1600%2Cc_limit/DIOR_SS22_RUNWAY%2520LOOK_69.jpg
5 lessons in swimwear from Sara Ali Khan,28 September 2021,Devki Bhatt,https://www.vogue.in/fashion/content/5-lessons-in-swimwear-from-sara-ali-khan,https://assets.vogue.in/photos/6152c00daf5ef00a62697735/1:1/w_1600%2Cc_limit/141317540_5148208698552603_5155696813064100105_n.jpg
Vogue Editors reveal what’s on their wish lists for the season,27 September 2021,Naheed Driver    Esha Gupta,https://www.vogue.in/fashion/content/vogue-editors-reveal-whats-on-their-wish-lists-for-the-season,https://assets.vogue.in/photos/61517eb1af5ef00a62697702/1:1/w_1600%2Cc_limit/prada.jpg
"How do you say Fendace? Kate Moss, Naomi Campbell, and more step out in Versace and Fendi’s runway collaboration",27 September 2021,Luke Leitch,https://www.vogue.in/fashion/gallery/what-did-versace-and-fendis-runway-collaboration-for-spring-summer-2022look-like,https://assets.vogue.in/photos/61515409401a02ddb0707fad/1:1/w_1600%2Cc_limit/_DAN0895.jpg
Kate Moss is bringing back bootcut jeans,25 September 2021,Christian Allaire,https://www.vogue.in/fashion/content/kate-moss-is-bringing-back-bootcut-jeans,https://assets.vogue.in/photos/614d8175607ed738c81307c6/1:1/w_1600%2Cc_limit/GettyImages-1341698541.jpg
Why we love to hate cheugy fashion,25 September 2021,Hasina Khatib,https://www.vogue.in/fashion/content/what-is-cheugy-fashion-and-why-we-love-to-hate-it,https://assets.vogue.in/photos/614d89f8401a02ddb0707fa6/1:1/w_1600%2Cc_limit/Paris%2520Hilton_CheugyFashion.jpeg
The rise and rise of Ashley Radjarame,24 September 2021,Akanksha Kamath,https://www.vogue.in/fashion-insider/content/the-rise-and-rise-of-model-ashley-radjarame,https://assets.vogue.in/photos/614c8487af5ef00a626976b9/1:1/w_1600%2Cc_limit/Ashley_Digital_Feature_Image.jpg
"Good leadership is not defined by gender constructs, says Stefanie NG",24 September 2021,Sheree Gomes Gupta,https://www.vogue.in/fashion-insider/content/good-leadership-is-not-defined-by-gender-constructs-says-stefanie-ng-of-audemars-piguet,https://assets.vogue.in/photos/614d6719401a02ddb0707f8b/1:1/w_1600%2Cc_limit/Stefanie%2520Ng%2520-%2520Chief%2520Executive%2520Officer.jpg
These Matching Shirt And Shorts Sets Are What Your Closet Needs ASAP,24 September 2021,Chloe Chou    Priyanka Kapadia,https://www.vogue.in/fashion/content/these-matching-shirt-and-shorts-sets-are-what-your-closet-needs-asap,https://assets.vogue.in/photos/614d695caf5ef00a626976cc/1:1/w_1600%2Cc_limit/203109513_498339438099846_7583895451051145705_n.jpg
Shanaya Kapoor shows her moves as the newest face of Label Ritu Kumar,23 September 2021,Hasina Khatib,https://www.vogue.in/fashion-insider/content/shanaya-kapoor-is-the-newest-face-of-label-ritu-kumar,https://assets.vogue.in/photos/614c67b6607ed738c81307a4/1:1/w_1600%2Cc_limit/Sequin%2520Dress%2520+%2520Fur%2520Jacket%2520+%2520Black%2520baguette.jpg
Nensi Dojaka’s cult ’90s LBDs are back – and even better – for SS22,23 September 2021,Alice Cary,https://www.vogue.in/fashion/gallery/lvmh-prize-winner-nensi-dojakas-cult-90s-lbds-are-back-for-ss22,https://assets.vogue.in/photos/614b5877401a02ddb0707f58/1:1/w_1600%2Cc_limit/Nensi%2520Dojaka%2520SS22%2520006.jpg
Everything you need to know about Wendell Rodricks’ new Mumbai store,22 September 2021,Chni Sehgal,https://www.vogue.in/fashion/content/everything-you-need-to-know-about-wendell-rodricks-new-mumbai-store,https://assets.vogue.in/photos/614b0445607ed738c8130791/1:1/w_1600%2Cc_limit/wendell_rodricks_a_toast_to_time_1.jpg
"Every concern you have about thrift shopping, answered",21 September 2021,Hasina Khatib,https://www.vogue.in/fashion/content/every-concern-you-have-about-thrift-shopping-answered,https://assets.vogue.in/photos/6149c108607ed738c813072c/1:1/w_1600%2Cc_limit/Vogue%2520-%25208%2520W%2520x%252012%2520H.jpg
Hit refresh on your wardrobe with lime green,21 September 2021,Naheed Driver    Esha Gupta,https://www.vogue.in/fashion/content/hit-refresh-on-your-wardrobe-with-lime-green,https://assets.vogue.in/photos/61499011401a02ddb0707e9b/1:1/w_1600%2Cc_limit/kendall%2520jenner.jpg
The best dressed stars at the 2021 Primetime Emmy Awards,20 September 2021,Janelle Okwodu,https://www.vogue.in/fashion/gallery/the-best-dressed-stars-at-the-2021-primetime-emmy-awards,https://assets.vogue.in/photos/614822bcaf5ef00a626975d7/1:1/w_1600%2Cc_limit/cynthia-lizzie-anya.jpg
Can an iconic bag inspire an iconic jewellery line?,20 September 2021,Arushi Sinha,https://www.vogue.in/fashion/content/hermes-new-kellymorphose-jewellery-is-inspired-by-its-most-iconic-kelly-bag,https://assets.vogue.in/photos/61448d0baf5ef00a6269754e/1:1/w_1600%2Cc_limit/Kelly%2520Jewel%2520Bag%2520in%2520silver%2520%2520%25C2%25A9%2520Maud%2520Remy-Lonvis-feat.jpg
Your forever essential: the slip dress,18 September 2021,Esha Gupta,https://www.vogue.in/fashion/content/stock-up-on-your-all-time-essential-the-slip-dress,https://assets.vogue.in/photos/614479c7607ed738c813065b/1:1/w_1600%2Cc_limit/AliaBhatt_slipdress.jpg
Witness the future of fashion with ‘The Showcase’—the Blenders Pride Fashion Tour,17 September 2021,Vogue.in,https://www.vogue.in/fashion/content/witness-the-future-of-fashion-with-the-showcase-the-blenders-pride-fashion-tour,https://assets.vogue.in/photos/6144a2b3af5ef00a62697564/1:1/w_1600%2Cc_limit/27.%2520Designer%2520BTS%2520Carousel%2520ImagesCarousel%25201BPFTxFDCI_TheShowCase_Designer%2520BTS%2520Carousel_Team%25201_2-09-2021.jpg
This fashion industry veteran’s new line looks to encourage a social-based philosophy in fashion,17 September 2021,Priyanka Khanna,https://www.vogue.in/fashion-insider/content/bunka-by-harmeet-bajaj-is-steeped-in-a-social-based-philosophy-of-fashion,https://assets.vogue.in/photos/614485f4af5ef00a6269754c/1:1/w_1600%2Cc_limit/235058513_931725767407712_7062379609325596546_n.jpg
All the highlights from the first-ever Vogue and Natural Diamond Council Diamond Festival that you need to catch up on,17 September 2021,Vogue.in,https://www.vogue.in/fashion-insider/content/highlights-from-vogue-and-natural-diamond-council-diamond-festival,https://assets.vogue.in/photos/6140524642b0a5e512ffbdb1/1:1/w_1600%2Cc_limit/Diamond_Festival_logo.jpg
What went behind Mindy Kaling’s Met Gala 2021 red carpet look,16 September 2021,Akanksha Kamath,https://www.vogue.in/fashion/content/what-went-behind-mindy-kalings-met-gala-2021-red-carpet-look,https://assets.vogue.in/photos/6143197d66e91d6dfb44f455/1:1/w_1600%2Cc_limit/NOA_3517.jpg
11 leather pieces you need to update your wardrobe with right now,16 September 2021,Chloe Chou    Priyanka Kapadia,https://www.vogue.in/fashion/content/11-leather-pieces-you-need-to-update-your-wardrobe-with-right-now,https://assets.vogue.in/photos/6142e6a4b5074028d637a045/1:1/w_1600%2Cc_limit/DeepikaPadukone_leather.jpg
3 luxury launches to bookmark this month ,15 September 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/3-luxury-launches-to-bookmark-this-month,https://assets.vogue.in/photos/6141cea6784bb5cf6d1fe234/1:1/w_1600%2Cc_limit/LilyCollins_Cartier.jpg
Wearing white all year round is very achievable. Navya Nanda shows us how,15 September 2021,Devki Bhatt,https://www.vogue.in/fashion-trends/content/navya-nanda-shows-us-how-to-wear-white-on-her-instagram,https://assets.vogue.in/photos/6141be0c42b0a5e512ffbe37/1:1/w_1600%2Cc_limit/240645998_211605907650089_6757748273297557271_n.jpg
Why the evil eye is becoming a trending symbol for the times we live in,14 September 2021,Meher Varma,https://www.vogue.in/fashion/content/why-the-evil-eye-is-becoming-a-trending-symbol-of-our-times,https://assets.vogue.in/photos/6140998cc3dfbb2086b4c540/1:1/w_1600%2Cc_limit/72457524_2294281437365716_8497967312793260049_n.jpg
Inside the 2021 Met Gala,14 September 2021,Elise Taylor Photography   Hunter Abrams    Tyrell Hampton,https://www.vogue.in/fashion/gallery/inside-the-2021-met-gala,https://assets.vogue.in/photos/61401dd342b0a5e512ffbd60/1:1/w_1600%2Cc_limit/TH_MetGala_Arrivals_0213.jpg
"Met Gala 2021 red carpet: see all the celebrity dresses, outfits, and looks here",14 September 2021,,https://www.vogue.in/fashion/gallery/met-gala-2021-red-carpet-see-all-the-celebrity-dresses-outfits-and-looks-here,https://assets.vogue.in/photos/61401804784bb5cf6d1fe0fb/1:1/w_1600%2Cc_limit/00_promov2.jpg
The story of Suraiya Hasan Bose (1928 – 2021),13 September 2021,Radhika Singh,https://www.vogue.in/fashion-insider/content/the-story-of-suraiya-hasan-bose-1928-2021,https://assets.vogue.in/photos/613f20ba42b0a5e512ffbcc9/1:1/w_1600%2Cc_limit/Suraiya%2520Hasan%2520Bose%25202.jpg
"Zendaya is the veritable style icon of 2021, and we have proof",13 September 2021,Devki Bhatt,https://www.vogue.in/fashion/content/zendaya-is-the-veritable-style-icon-of-2021-and-we-have-proof,https://assets.vogue.in/photos/613f12b642b0a5e512ffbcb7/1:1/w_1600%2Cc_limit/210173568_328353328666923_5604916925428417533_n.jpg
Everything we know about this year’s Met Gala,13 September 2021,Christian Allaire,https://www.vogue.in/fashion/content/everything-we-know-about-this-years-met-gala,https://assets.vogue.in/photos/613eef73c3dfbb2086b4c4a9/1:1/w_1600%2Cc_limit/GettyImages-1148731814.jpeg
New designer launches that need to be on your radar this month,12 September 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/new-designer-launches-that-need-to-be-on-your-radar-this-september,https://assets.vogue.in/photos/613b78f5784bb5cf6d1fe064/1:1/w_1600%2Cc_limit/akaaro.jpg
"5 labels with Indian roots, creating international buzz",10 September 2021,Devki Bhatt,https://www.vogue.in/fashion/content/5-labels-with-indian-roots-creating-international-buzz,https://assets.vogue.in/photos/6139f4f342b0a5e512ffbc7d/1:1/w_1600%2Cc_limit/LOTA_India.jpg
5 times Khushi Kapoor gave us a festive look that was anything but conventional ,10 September 2021,Devki Bhatt,https://www.vogue.in/fashion/content/5-times-khushi-kapoor-wore-unconventional-festive-lehengas,https://assets.vogue.in/photos/613a36fb784bb5cf6d1fe054/1:1/w_1600%2Cc_limit/238773998_602168821090975_4730737560772339261_n.jpg
The oversized blazer is having its biggest fashion moment yet,9 September 2021,Naheed Driver    Esha Gupta,https://www.vogue.in/fashion/content/the-oversized-blazer-is-having-its-biggest-fashion-moment-yet,https://assets.vogue.in/photos/61389d82f64076448fd1fc71/1:1/w_1600%2Cc_limit/sonam%2520kapoor.jpg
Vegan Sneakers Are Shuffling the Footwear Market,8 September 2021,Meera Navlakha,https://www.vogue.in/fashion/content/vegan-sneakers-are-revolutionising-the-footwear-market,https://assets.vogue.in/photos/61389cf1f64076448fd1fc6f/1:1/w_1600%2Cc_limit/180633605_3857541817693457_2307711733529753006_n.jpg
